account_id,seats,is_trial,mrr_amount,arr_amount,auto_renew_flag,upgrade_flag,downgrade_flag,total_usage_count,total_usage_duration_secs,total_errors,distinct_features_used,ticket_count,avg_satisfaction,avg_resolution_hours,escalation_count,tenure_days,days_since_last_activity,usage_rate_per_day,feature_breadth_ratio,tenure_months,support_tickets_per_month,clv_proxy,engagement_trend_ratio,has_support_tickets,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,plan_tier_Enterprise,plan_tier_Pro,billing_frequency_monthly,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,top_risk_increasing,top_risk_decreasing
A-2e4581,0.02676434998020378,-0.02314051556396136,-0.01571004169155768,-0.015710041691557788,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,0.17312404482518548,-0.0010593418349240094,-0.4297805560757765,-0.03036525917482304,-0.041843764104455165,-0.009900152992455497,0.01837284005564892,-0.009456650745481975,0.6129537797544226,-0.04433721660289085,-0.036883613844246,-0.030365259174822946,0.6140748474381872,-0.014367856073573248,0.05111905936228826,-0.8372519831317635,-0.0017363872814420765,-0.1952022743700931,0.013626855673546847,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,0.03199092698208957,0.06657295861783105,-0.06531088705930968,-0.07988674679700883,0.08224532213363035,-0.05596714365156208,-0.19533853329703998,tenure_months (+0.614); tenure_days (+0.613); country_US (+0.200),engagement_trend_ratio (-0.837); total_errors (-0.430); referral_source_partner (-0.195)
A-43a9e3,0.003996944515002075,-0.02314051556396136,-0.015137871878085482,-0.01513787187808559,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,-0.5301557581207271,0.025170882050957355,0.48383621503304863,0.09528408913478954,-0.019704206377230214,0.00014736357634236903,-0.0028356412835651027,-0.009456650745481975,-0.4942773196620385,0.2132796382762914,0.038257566616421344,0.09528408913478921,-0.4951813328979352,-0.03316353914953235,0.020809753564570856,0.49442810760158795,-0.0017363872814420765,-0.1952022743700931,-0.0015140950748385386,0.18498103073604205,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,0.32774385995288297,-0.0252157751870108,-0.31232825577368606,0.03199092698208957,0.06657295861783105,-0.06531088705930968,-0.07988674679700883,0.08224532213363035,0.21054306421301927,0.03447150587594823,engagement_trend_ratio (+0.494); total_errors (+0.484); country_IN (+0.328),total_usage_count (-0.530); tenure_months (-0.495); tenure_days (-0.494)
A-0a282f,0.04700204372704973,-0.02314051556396136,-0.02488963565552465,-0.024889635655524826,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,1.2905575095059132,-0.05170888318642639,-0.8104542107044534,-0.22581980098977594,-0.019704206377230214,0.006845707955540948,-0.010847734233934833,-0.009456650745481975,0.48299707794497876,0.11836816542606639,-0.030670396279246632,-0.22581980098977522,0.4838804600747924,-0.01668386807753286,0.055210193838575776,-0.6065787920344469,-0.0017363872814420765,0.6535032663694421,-0.0015140950748385386,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,0.03199092698208957,0.06657295861783105,0.055635200087560094,-0.07988674679700883,-0.22236698206500055,-0.05596714365156208,0.03447150587594823,total_usage_count (+1.291); industry_DevTools (+0.654); tenure_months (+0.484),total_errors (-0.810); engagement_trend_ratio (-0.607); distinct_features_used (-0.226)
A-1f0ac7,-0.011181325795132391,0.06942154669188408,-0.011480960461545793,-0.011480960461545876,-0.03374740520713475,-0.34753699470782223,-0.0016854774780280498,-0.42466378767884017,0.024457789621819475,0.21736465679297465,0.05340097303158535,-0.041843764104455165,0.00014736357634236903,0.00988944751996331,-0.009456650745481975,-0.4682859793001497,-0.03077843476714441,0.0374358061635212,0.05340097303158518,-0.4691424554252561,-0.034929523620922026,0.009953876920725035,0.6352293095971101,-0.0017363872814420765,-0.1952022743700931,-0.0015140950748385386,-0.06499333512347424,0.35845117456308506,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,0.22694197668309718,-0.31232825577368606,0.03199092698208957,0.06657295861783105,-0.06531088705930968,-0.07988674679700883,0.08224532213363035,0.21054306421301927,0.03447150587594823,engagement_trend_ratio (+0.635); industry_HealthTech (+0.358); country_UK (+0.227),tenure_months (-0.469); tenure_days (-0.468); total_usage_count (-0.425)
A-ce550d,-0.03900815469704558,-0.02314051556396136,0.2436943378728478,0.24369433787284955,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,0.34503688554529743,-0.03355832438126532,-0.16330899783570246,-0.08620941397909528,0.06885402453166961,-0.001862139737417206,-0.008895207380483394,0.03352812537034518,0.6493416562610668,0.1319269472618128,-0.06416710357782932,-0.08620941397909503,0.6505292758999377,0.06564662315999925,-0.05128766001088596,-0.9243854599701065,-0.0017363872814420765,-0.1952022743700931,-0.0015140950748385386,-0.06499333512347424,0.35845117456308506,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,-0.07464549629154232,0.06657295861783105,-0.06531088705930968,0.390035293185396,0.08224532213363035,-0.05596714365156208,0.03447150587594823,tenure_months (+0.651); tenure_days (+0.649); referral_source_event (+0.390),engagement_trend_ratio (-0.924); industry_DevTools (-0.195); total_errors (-0.163)
A-1b9609,0.0394129085719825,-0.02314051556396136,-0.026108606127704544,-0.026108606127704735,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,-0.13163053645137662,0.004984526325254659,0.21736465679297465,0.004537337577847121,0.002435351349994744,-0.009900152992455497,-0.00990513506330311,-0.009456650745481975,-0.3487258136354614,-0.3155128533178196,0.03449009792885853,0.004537337577847101,-0.34936361905093316,-0.03039819028035202,0.056197091715289034,0.967751975805687,-0.0017363872814420765,-0.1952022743700931,0.013626855673546847,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,0.32774385995288297,-0.0252157751870108,-0.31232825577368606,-0.07464549629154232,0.06657295861783105,0.055635200087560094,-0.07988674679700883,0.08224532213363035,-0.05596714365156208,0.03447150587594823,engagement_trend_ratio (+0.968); country_IN (+0.328); total_errors (+0.217),tenure_months (-0.349); tenure_days (-0.349); days_since_last_activity (-0.316)
A-a0ca4e,0.02170492654349229,-0.02314051556396136,0.0382480594137116,0.03824805941371188,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,-0.4598277778261359,0.017062529343777496,0.48383621503304863,0.05340097303158535,0.04671446680444465,-0.001862139737417206,-0.004485189832170625,0.11949767760199949,0.035946023720492146,0.05057425624733421,0.03179627313781564,0.05340097303158518,0.03601176754471493,-0.020080167559849475,-0.06703342861238241,-0.07621581735342971,-0.0017363872814420765,-0.1952022743700931,-0.0015140950748385386,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,0.03199092698208957,-0.10412693527404343,-0.06531088705930968,-0.07988674679700883,0.08224532213363035,-0.05596714365156208,0.03447150587594823,total_errors (+0.484); country_US (+0.200); escalation_count (+0.119),total_usage_count (-0.460); industry_DevTools (-0.195); plan_tier_Pro (-0.104)
A-e5d6ab,0.041942620290338246,-0.02314051556396136,-0.00660507857282621,-0.0066050785728262555,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,-0.42466378767884017,0.01985854836549772,0.14122992586723926,0.04642045368105132,-0.019704206377230214,0.00014736357634236903,-0.00943383547798723,-0.009456650745481975,-0.816569940149459,-0.15280747128886232,0.039407979552296746,0.04642045368105117,-0.8180634135591538,-0.03425744159000598,-0.022253456960583753,1.7028284519706167,-0.0017363872814420765,-0.1952022743700931,0.013626855673546847,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,0.03199092698208957,-0.10412693527404343,0.055635200087560094,-0.07988674679700883,0.08224532213363035,-0.05596714365156208,-0.19533853329703998,engagement_trend_ratio (+1.703); country_US (+0.200); total_errors (+0.141),tenure_months (-0.818); tenure_days (-0.817); total_usage_count (-0.425)
A-7dacce,0.019175214825136545,-0.02314051556396136,-0.026108606127704544,-0.026108606127704735,-0.03374740520713475,-0.34753699470782223,-0.0016854774780280498,-0.0730238862058839,0.002480506358569345,-0.08717426690996702,0.011517856928381155,0.002435351349994744,-0.0032018086132569205,0.004940801874146706,-0.009456650745481975,0.5297814905963785,0.2132796382762914,-0.0052111569602531155,0.011517856928381084,0.5307504395256146,-0.004460471389968222,0.056197091715289034,-0.8239961087147777,-0.0017363872814420765,-0.1952022743700931,-0.0015140950748385386,-0.06499333512347424,-0.10110161333830604,0.2564933291000565,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,-0.31232825577368606,-0.07464549629154232,0.06657295861783105,0.055635200087560094,0.390035293185396,0.08224532213363035,-0.05596714365156208,0.03447150587594823,tenure_months (+0.531); tenure_days (+0.530); referral_source_event (+0.390),engagement_trend_ratio (-0.824); upgrade_flag (-0.348); country_US (-0.312)
A-10b8da,0.014115791388425052,-0.02314051556396136,-0.005386108100646312,-0.005386108100646351,-0.03374740520713475,0.0302206082354628,-0.0016854774780280498,-0.9130525397246128,0.03916532097278824,0.48383621503304863,0.13018668588745969,-0.019704206377230214,-0.004876394708056564,0.006590350422752248,-0.009456650745481975,-0.7567898573171149,0.1319269472618128,0.04159163700287076,0.13018668588745927,-0.7581739953719923,-0.03408852545057265,-0.024094099825882304,0.6488136129658977,-0.0017363872814420765,0.6535032663694421,-0.0015140950748385386,-0.06499333512347424,-0.10110161333830604,-0.013499648900002976,-0.06127449945998744,-0.019062961308309635,-0.028499466082859387,-0.0252157751870108,0.199685278281537,-0.07464549629154232,0.06657295861783105,-0.06531088705930968,-0.07988674679700883,0.08224532213363035,-0.05596714365156208,-0.19533853329703998,industry_DevTools (+0.654); engagement_trend_ratio (+0.649); total_errors (+0.484),total_usage_count (-0.913); tenure_months (-0.758); tenure_days (-0.757)
